"dataset","AA_estimate","A0_estimate","A1_estimate","AA_se","A0_se","A1_se","dataset.1","AA_estimate.1","A0_estimate.1","A1_estimate.1","AA_se.1","A0_se.1","A1_se.1"
2,0.179535971286237,0.137215461667536,0.221490111107763,0.116414029355267,0.0898828109759998,0.0749924277850312,3,0.198340801853424,0.1312858653182,0.282651964647054,0.103406765629064,0.0563170684610932,0.0869725471932125
2,0.202415329158841,0.14080481698382,0.23105257098949,0.188483662521434,0.167023582129461,0.0886877492743704,3,0.204739283957555,0.141055025262398,0.291116089917952,0.107278062641081,0.0685466708648241,0.0825698315626651
2,0.200735981415409,0.129280986509216,0.237581190092209,0.170376761948973,0.155777726125962,0.0702923984853943,3,0.199121594118759,0.129261717926823,0.290840157123398,0.104003918012296,0.0611010043927788,0.0842266929333994
2,0.171240049811799,0.118329521667627,0.214064152022695,0.115393668330078,0.0889296577065624,0.0747688471727126,3,0.203727387881443,0.136055590617823,0.29095641437027,0.10224008037304,0.0533195919566717,0.087580273584366
2,0.200245197125766,0.130520096360721,0.222547706284191,0.16454912066313,0.12906630230213,0.102962789189284,3,0.198979252238889,0.141985288072573,0.282955278106097,0.103481281669375,0.0640068605768736,0.0814685706558596
2,0.191039128270822,0.141623509998897,0.226334286318335,0.14336725133462,0.118250328200486,0.0822271509863586,3,0.199086131212024,0.138465003288029,0.290709505137682,0.107634800563094,0.0645219639555569,0.0861016125742851
2,0.194756542584685,0.136534903714604,0.224842313977645,0.185456788228864,0.164683894782658,0.0863989369715665,3,0.200671380729062,0.132551885532504,0.28374688228604,0.10278152388069,0.0590029391599482,0.0841564853461501
2,0.197690713954886,0.137655518574765,0.231244828778645,0.16960615856005,0.150617657234105,0.0793982306182253,3,0.191838735581744,0.125068220324101,0.273253223694547,0.100086924967161,0.0589807032563989,0.080853906032846
2,0.192124626102835,0.12857509708961,0.225858250403316,0.165107652742361,0.151683946148235,0.0671346615207744,3,0.190702939136127,0.134164753431649,0.285616211115521,0.0979737753323768,0.0543082082227642,0.0817571567884872
2,0.199558340556594,0.14840019316907,0.239140650327747,0.170417427169209,0.148354987391313,0.0849072665967947,3,0.19978423235783,0.128897324163542,0.282709560667502,0.104130666776096,0.0622572514775245,0.0838640903383248
2,0.192059405988284,0.127166783146905,0.220700810922632,0.185895721275803,0.170453196751017,0.0753601818444657,3,0.205527761346526,0.131585480008395,0.292066520796046,0.105468570827542,0.0576004912087658,0.0884300057269777
2,0.178154388383929,0.12090268946222,0.224139075596749,0.159983624908519,0.13055805062276,0.0934657568538803,3,0.209597064101973,0.141304674933513,0.303043329203941,0.0993535611324095,0.0560951210531155,0.0819689718945044
2,0.183281953578965,0.136188257588759,0.233091732765225,0.129833294982717,0.102927655839527,0.080479636994198,3,0.197381751647979,0.129795819612661,0.288999596791393,0.112717468329257,0.0626559972938602,0.0940614398142083
2,0.199661543298076,0.130094615950129,0.236772859609091,0.137537062132201,0.116809371296898,0.0742022143606861,3,0.204657921482797,0.136177094622983,0.291706704524572,0.112819989122211,0.0738425637031318,0.0857373670157416
2,0.197446027674472,0.148187859850444,0.231540163600685,0.180700397782606,0.147909367810903,0.104766154394611,3,0.195095122839011,0.130531657687885,0.277623328365164,0.107270778652342,0.0679448800750037,0.0830525050709102
2,0.202556255399715,0.146572552911093,0.227358987131349,0.180409871622114,0.164986716314942,0.0740691490821246,3,0.187981393270525,0.12411083283367,0.282248304611807,0.103063282332813,0.0501212568060925,0.0901448741429613
